Project_Size,Weather_Conditions,Labor_Availability,Material_Availability,Site_Conditions,Government_Approvals,Budget_Issues,Equipment_Availability,Planned_Duration_Days,Actual_Completion_Days
Large,Rain,Insufficient,Delayed,Good,Pending,No,Delayed,162,194
Medium,Snow,Insufficient,On-time,Good,Pending,Yes,Delayed,273,309
Small,Snow,Sufficient,Delayed,Good,Approved,Yes,Delayed,231,261
Small,Storm,Insufficient,On-time,Bad,Approved,No,Delayed,208,223
Large,Snow,Insufficient,On-time,Moderate,Pending,Yes,Available,318,349
Large,Snow,Sufficient,On-time,Good,Approved,Yes,Delayed,268,311
Large,Clear,Insufficient,Delayed,Good,Approved,No,Delayed,83,117
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Available,36,50
Small,Rain,Sufficient,Delayed,Moderate,Approved,No,Available,354,403
Large,Rain,Sufficient,On-time,Good,Pending,Yes,Available,212,228
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,123,163
Large,Snow,Insufficient,On-time,Bad,Pending,Yes,Delayed,99,133
Medium,Rain,Sufficient,On-time,Good,Pending,No,Available,155,175
Large,Rain,Insufficient,Delayed,Moderate,Pending,Yes,Available,63,87
Large,Storm,Insufficient,On-time,Moderate,Approved,Yes,Available,359,387
Small,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,343,354
Large,Clear,Insufficient,On-time,Good,Approved,Yes,Available,152,181
Small,Storm,Insufficient,Delayed,Moderate,Approved,No,Available,221,245
Small,Rain,Insufficient,On-time,Bad,Approved,Yes,Delayed,154,168
Large,Storm,Insufficient,On-time,Moderate,Approved,Yes,Available,267,277
Large,Rain,Sufficient,On-time,Moderate,Pending,No,Available,279,317
Small,Storm,Sufficient,On-time,Bad,Pending,Yes,Delayed,249,283
Large,Clear,Insufficient,On-time,Bad,Approved,No,Delayed,144,159
Medium,Clear,Sufficient,On-time,Bad,Approved,No,Available,253,256
Medium,Snow,Insufficient,On-time,Bad,Pending,Yes,Available,287,323
Medium,Storm,Insufficient,On-time,Bad,Pending,Yes,Available,265,284
Small,Snow,Sufficient,On-time,Good,Approved,Yes,Delayed,130,163
Large,Snow,Insufficient,Delayed,Good,Approved,No,Delayed,56,84
Small,Rain,Insufficient,Delayed,Bad,Approved,No,Available,249,266
Medium,Rain,Sufficient,On-time,Good,Pending,Yes,Delayed,335,353
Large,Storm,Insufficient,On-time,Good,Approved,No,Available,327,359
Small,Snow,Insufficient,Delayed,Bad,Pending,No,Delayed,322,357
Medium,Clear,Insufficient,Delayed,Good,Pending,Yes,Delayed,111,157
Medium,Snow,Insufficient,Delayed,Moderate,Pending,No,Delayed,108,153
Small,Storm,Sufficient,Delayed,Moderate,Approved,No,Available,112,144
Small,Rain,Insufficient,Delayed,Good,Approved,Yes,Available,30,54
Small,Snow,Insufficient,Delayed,Bad,Pending,Yes,Delayed,123,159
Small,Snow,Sufficient,On-time,Bad,Approved,No,Delayed,161,175
Large,Rain,Insufficient,Delayed,Moderate,Approved,No,Available,202,227
Small,Rain,Sufficient,Delayed,Good,Pending,Yes,Delayed,363,387
Large,Rain,Sufficient,On-time,Moderate,Pending,No,Available,222,249
Small,Rain,Sufficient,On-time,Bad,Pending,No,Available,103,114
Large,Snow,Sufficient,Delayed,Good,Pending,No,Delayed,243,279
Medium,Clear,Sufficient,Delayed,Bad,Pending,No,Delayed,255,278
Small,Snow,Insufficient,On-time,Moderate,Pending,Yes,Delayed,276,316
Medium,Rain,Sufficient,Delayed,Good,Approved,Yes,Delayed,255,283
Medium,Clear,Sufficient,Delayed,Bad,Pending,No,Delayed,304,329
Small,Clear,Insufficient,On-time,Moderate,Pending,Yes,Available,303,333
Small,Storm,Sufficient,On-time,Good,Approved,Yes,Delayed,177,191
Small,Snow,Insufficient,Delayed,Moderate,Pending,No,Available,321,334
Medium,Clear,Sufficient,On-time,Good,Pending,No,Available,51,84
Large,Snow,Sufficient,Delayed,Bad,Approved,No,Delayed,160,172
Medium,Rain,Sufficient,Delayed,Good,Approved,Yes,Delayed,263,273
Medium,Clear,Sufficient,Delayed,Bad,Approved,No,Available,217,233
Medium,Snow,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,173,201
Large,Snow,Insufficient,On-time,Moderate,Pending,Yes,Delayed,311,357
Medium,Snow,Sufficient,Delayed,Bad,Pending,Yes,Delayed,207,250
Large,Clear,Sufficient,On-time,Good,Approved,Yes,Delayed,86,130
Medium,Rain,Insufficient,On-time,Good,Approved,No,Delayed,173,200
Large,Snow,Insufficient,On-time,Bad,Pending,Yes,Delayed,275,291
Medium,Snow,Sufficient,Delayed,Good,Approved,Yes,Delayed,364,397
Medium,Rain,Sufficient,On-time,Good,Approved,Yes,Delayed,122,146
Medium,Rain,Insufficient,On-time,Moderate,Pending,No,Available,278,307
Medium,Clear,Sufficient,On-time,Good,Approved,Yes,Delayed,301,329
Small,Rain,Sufficient,On-time,Bad,Approved,No,Available,332,357
Large,Storm,Insufficient,Delayed,Good,Approved,No,Delayed,62,104
Large,Clear,Sufficient,Delayed,Good,Approved,No,Available,174,211
Large,Clear,Sufficient,Delayed,Moderate,Pending,Yes,Available,185,232
Large,Rain,Sufficient,On-time,Moderate,Approved,No,Delayed,142,182
Large,Snow,Insufficient,Delayed,Moderate,Approved,No,Available,215,241
Medium,Snow,Sufficient,Delayed,Good,Pending,Yes,Delayed,306,354
Large,Clear,Sufficient,On-time,Bad,Approved,Yes,Delayed,353,388
Medium,Clear,Sufficient,Delayed,Moderate,Pending,No,Available,45,74
Large,Snow,Insufficient,On-time,Bad,Approved,No,Available,114,156
Medium,Snow,Insufficient,Delayed,Moderate,Approved,No,Delayed,324,350
Large,Storm,Insufficient,Delayed,Moderate,Pending,Yes,Available,36,68
Medium,Storm,Insufficient,On-time,Bad,Approved,Yes,Delayed,311,354
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Delayed,30,42
Large,Rain,Sufficient,Delayed,Good,Pending,Yes,Delayed,82,127
Medium,Storm,Sufficient,On-time,Moderate,Pending,No,Available,169,214
Medium,Storm,Insufficient,Delayed,Moderate,Pending,Yes,Delayed,242,269
Large,Rain,Insufficient,On-time,Moderate,Pending,Yes,Delayed,308,348
Medium,Snow,Insufficient,Delayed,Good,Pending,No,Delayed,240,257
Medium,Rain,Sufficient,On-time,Moderate,Approved,Yes,Delayed,327,337
Small,Snow,Sufficient,On-time,Good,Pending,No,Available,342,360
Small,Rain,Sufficient,On-time,Moderate,Pending,Yes,Delayed,101,139
Medium,Rain,Insufficient,On-time,Bad,Pending,Yes,Delayed,53,86
Small,Storm,Insufficient,On-time,Bad,Pending,No,Delayed,346,370
Small,Rain,Sufficient,Delayed,Good,Pending,No,Available,159,198
Medium,Clear,Sufficient,Delayed,Moderate,Pending,Yes,Available,189,217
Large,Clear,Sufficient,Delayed,Good,Pending,No,Available,294,329
Medium,Storm,Insufficient,Delayed,Bad,Approved,Yes,Delayed,55,75
Medium,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,316,334
Large,Storm,Insufficient,On-time,Good,Pending,Yes,Delayed,164,204
Large,Clear,Sufficient,Delayed,Bad,Pending,No,Available,329,359
Small,Rain,Sufficient,On-time,Moderate,Pending,Yes,Delayed,128,147
Large,Snow,Insufficient,On-time,Bad,Approved,Yes,Delayed,197,230
Large,Storm,Insufficient,On-time,Good,Approved,Yes,Delayed,101,131
Medium,Rain,Insufficient,Delayed,Bad,Pending,Yes,Available,236,284
Small,Snow,Sufficient,Delayed,Bad,Pending,No,Available,142,153
Medium,Rain,Insufficient,On-time,Moderate,Approved,Yes,Available,163,193
Small,Rain,Insufficient,Delayed,Bad,Approved,Yes,Available,38,61
Small,Storm,Insufficient,On-time,Good,Approved,No,Available,339,357
Medium,Snow,Sufficient,On-time,Good,Approved,Yes,Delayed,52,98
Small,Clear,Sufficient,Delayed,Good,Approved,No,Available,146,168
Small,Clear,Sufficient,On-time,Bad,Pending,No,Available,356,402
Large,Rain,Insufficient,On-time,Bad,Pending,No,Available,151,199
Large,Clear,Sufficient,Delayed,Bad,Approved,No,Available,123,141
Large,Clear,Sufficient,On-time,Moderate,Pending,Yes,Delayed,128,167
Small,Snow,Sufficient,Delayed,Good,Approved,Yes,Delayed,163,193
Large,Storm,Sufficient,Delayed,Moderate,Pending,Yes,Delayed,272,290
Medium,Clear,Insufficient,Delayed,Bad,Pending,No,Available,274,292
Small,Storm,Sufficient,On-time,Moderate,Pending,Yes,Delayed,164,200
Small,Storm,Insufficient,Delayed,Bad,Pending,Yes,Delayed,353,383
Medium,Snow,Sufficient,Delayed,Moderate,Pending,Yes,Available,158,199
Large,Snow,Sufficient,Delayed,Moderate,Pending,No,Available,212,237
Large,Snow,Sufficient,Delayed,Good,Pending,No,Available,264,304
Large,Clear,Sufficient,On-time,Good,Approved,Yes,Available,193,223
Large,Storm,Sufficient,On-time,Moderate,Pending,No,Available,232,269
Small,Rain,Sufficient,On-time,Moderate,Pending,No,Available,144,173
Small,Snow,Insufficient,Delayed,Moderate,Approved,No,Available,233,274
Large,Rain,Insufficient,On-time,Good,Pending,No,Available,286,309
Medium,Clear,Insufficient,On-time,Good,Pending,No,Delayed,79,108
Small,Rain,Insufficient,Delayed,Bad,Pending,Yes,Available,335,364
Small,Clear,Insufficient,Delayed,Good,Approved,Yes,Delayed,342,390
Large,Rain,Insufficient,On-time,Moderate,Approved,Yes,Available,363,400
Small,Rain,Sufficient,On-time,Moderate,Approved,No,Delayed,348,370
Small,Rain,Insufficient,On-time,Moderate,Pending,No,Available,326,348
Small,Storm,Sufficient,Delayed,Good,Pending,Yes,Available,206,236
Medium,Storm,Sufficient,Delayed,Good,Pending,No,Available,278,312
Small,Snow,Insufficient,On-time,Bad,Pending,Yes,Delayed,61,91
Medium,Rain,Sufficient,On-time,Good,Pending,No,Delayed,39,82
Medium,Rain,Insufficient,Delayed,Moderate,Pending,No,Delayed,307,320
Medium,Snow,Sufficient,On-time,Moderate,Pending,No,Available,60,88
Large,Clear,Sufficient,On-time,Bad,Pending,No,Available,47,92
Large,Rain,Insufficient,On-time,Bad,Pending,Yes,Delayed,83,110
Large,Rain,Insufficient,Delayed,Moderate,Approved,No,Available,201,211
Small,Storm,Sufficient,Delayed,Good,Pending,Yes,Available,155,172
Medium,Clear,Sufficient,Delayed,Moderate,Approved,No,Delayed,86,133
Small,Storm,Sufficient,On-time,Bad,Pending,Yes,Available,165,179
Small,Clear,Sufficient,On-time,Bad,Pending,No,Delayed,54,64
Small,Storm,Insufficient,On-time,Good,Pending,No,Available,362,373
Medium,Storm,Insufficient,On-time,Moderate,Approved,Yes,Delayed,161,195
Large,Rain,Sufficient,Delayed,Good,Approved,No,Available,53,86
Medium,Snow,Sufficient,On-time,Good,Approved,No,Available,298,323
Small,Snow,Insufficient,Delayed,Bad,Pending,Yes,Available,49,81
Small,Clear,Insufficient,On-time,Moderate,Approved,No,Delayed,32,65
Small,Clear,Insufficient,On-time,Good,Approved,Yes,Delayed,304,347
Large,Clear,Insufficient,On-time,Bad,Pending,No,Delayed,89,118
Small,Storm,Sufficient,On-time,Bad,Approved,No,Available,301,313
Medium,Clear,Sufficient,On-time,Bad,Approved,No,Available,99,97
Medium,Storm,Insufficient,Delayed,Bad,Pending,No,Available,353,370
Medium,Storm,Sufficient,Delayed,Moderate,Pending,No,Available,141,170
Medium,Rain,Sufficient,On-time,Moderate,Approved,No,Delayed,120,157
Medium,Snow,Sufficient,Delayed,Bad,Pending,Yes,Delayed,32,67
Small,Snow,Insufficient,Delayed,Good,Pending,No,Delayed,293,317
Small,Storm,Insufficient,Delayed,Good,Pending,No,Available,47,70
Large,Snow,Sufficient,Delayed,Moderate,Pending,Yes,Available,260,278
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,131,172
Small,Storm,Insufficient,On-time,Moderate,Approved,Yes,Available,310,359
Small,Storm,Sufficient,Delayed,Moderate,Pending,No,Delayed,132,155
Small,Snow,Insufficient,On-time,Good,Approved,No,Available,287,332
Small,Clear,Insufficient,Delayed,Bad,Approved,No,Delayed,225,240
Large,Storm,Sufficient,Delayed,Moderate,Pending,No,Delayed,362,378
Medium,Storm,Insufficient,Delayed,Good,Approved,Yes,Available,120,162
Large,Snow,Sufficient,Delayed,Bad,Pending,Yes,Available,261,306
Medium,Snow,Sufficient,Delayed,Bad,Pending,Yes,Available,322,341
Large,Storm,Insufficient,Delayed,Bad,Pending,No,Delayed,92,106
Large,Storm,Sufficient,Delayed,Good,Approved,Yes,Available,319,355
Medium,Rain,Insufficient,On-time,Good,Pending,Yes,Delayed,194,223
Small,Storm,Sufficient,Delayed,Bad,Approved,Yes,Available,51,66
Small,Clear,Sufficient,On-time,Moderate,Pending,Yes,Delayed,341,386
Large,Snow,Insufficient,Delayed,Good,Approved,Yes,Delayed,171,194
Medium,Snow,Insufficient,Delayed,Bad,Approved,No,Delayed,323,363
Small,Clear,Insufficient,On-time,Bad,Approved,No,Available,228,245
Small,Rain,Sufficient,On-time,Bad,Approved,No,Delayed,217,254
Medium,Snow,Sufficient,Delayed,Good,Approved,Yes,Delayed,147,179
Large,Snow,Insufficient,On-time,Bad,Pending,Yes,Available,318,358
Medium,Clear,Sufficient,Delayed,Moderate,Pending,No,Delayed,54,76
Large,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,247,266
Small,Clear,Insufficient,Delayed,Good,Approved,No,Available,304,345
Medium,Clear,Insufficient,On-time,Moderate,Approved,No,Delayed,220,257
Large,Rain,Sufficient,Delayed,Moderate,Pending,No,Available,187,235
Medium,Snow,Sufficient,Delayed,Good,Approved,Yes,Available,119,153
Medium,Rain,Sufficient,Delayed,Good,Approved,Yes,Available,353,379
Large,Snow,Insufficient,On-time,Moderate,Approved,No,Delayed,135,162
Large,Rain,Insufficient,Delayed,Bad,Approved,No,Available,295,323
Medium,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Delayed,251,267
Large,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,120,143
Large,Snow,Sufficient,Delayed,Bad,Approved,No,Delayed,340,361
Medium,Rain,Sufficient,On-time,Bad,Approved,No,Delayed,77,113
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Available,320,351
Medium,Rain,Sufficient,Delayed,Moderate,Pending,No,Delayed,112,123
Large,Storm,Insufficient,On-time,Good,Pending,No,Delayed,58,77
Large,Snow,Sufficient,Delayed,Moderate,Approved,No,Delayed,347,379
Large,Clear,Sufficient,Delayed,Bad,Pending,Yes,Delayed,300,318
Small,Rain,Insufficient,On-time,Bad,Pending,No,Delayed,230,251
Small,Rain,Insufficient,On-time,Good,Pending,No,Available,328,338
Small,Snow,Sufficient,Delayed,Bad,Approved,No,Delayed,63,100
Large,Storm,Insufficient,Delayed,Moderate,Pending,No,Delayed,186,213
Medium,Clear,Insufficient,On-time,Good,Pending,No,Delayed,127,145
Large,Snow,Insufficient,Delayed,Good,Approved,Yes,Available,149,166
Large,Storm,Sufficient,On-time,Good,Pending,Yes,Delayed,142,177
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,277,288
Small,Snow,Sufficient,Delayed,Bad,Pending,Yes,Available,139,185
Small,Rain,Insufficient,On-time,Good,Pending,No,Delayed,132,143
Medium,Clear,Sufficient,Delayed,Good,Approved,No,Available,175,216
Small,Storm,Insufficient,On-time,Moderate,Approved,No,Available,287,320
Medium,Snow,Sufficient,Delayed,Bad,Pending,No,Available,323,340
Small,Snow,Sufficient,Delayed,Moderate,Pending,No,Delayed,231,258
Small,Snow,Insufficient,Delayed,Bad,Pending,Yes,Available,198,213
Small,Clear,Insufficient,Delayed,Good,Pending,Yes,Available,108,154
Small,Rain,Insufficient,Delayed,Bad,Approved,No,Available,37,56
Small,Clear,Sufficient,Delayed,Moderate,Approved,Yes,Delayed,285,312
Large,Storm,Insufficient,Delayed,Good,Pending,No,Delayed,112,151
Medium,Rain,Insufficient,Delayed,Good,Pending,No,Delayed,247,273
Large,Storm,Insufficient,On-time,Good,Pending,Yes,Available,205,235
Medium,Clear,Insufficient,Delayed,Bad,Approved,No,Delayed,319,349
Large,Storm,Insufficient,On-time,Good,Pending,Yes,Delayed,163,186
Medium,Storm,Sufficient,Delayed,Good,Pending,No,Available,71,83
Small,Storm,Insufficient,On-time,Bad,Pending,Yes,Delayed,48,71
Medium,Storm,Insufficient,On-time,Moderate,Pending,No,Available,358,399
Large,Rain,Sufficient,Delayed,Moderate,Pending,No,Delayed,338,374
Medium,Storm,Insufficient,Delayed,Moderate,Pending,Yes,Delayed,308,351
Small,Rain,Sufficient,Delayed,Bad,Approved,Yes,Delayed,155,197
Large,Clear,Sufficient,Delayed,Bad,Pending,Yes,Available,83,106
Large,Clear,Sufficient,On-time,Moderate,Approved,Yes,Delayed,273,316
Large,Snow,Insufficient,On-time,Moderate,Pending,No,Available,181,201
Medium,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Delayed,121,153
Medium,Snow,Insufficient,Delayed,Moderate,Approved,Yes,Available,144,180
Large,Rain,Insufficient,On-time,Good,Approved,Yes,Available,159,199
Large,Snow,Insufficient,On-time,Bad,Pending,Yes,Available,157,198
Medium,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,242,258
Small,Rain,Insufficient,Delayed,Moderate,Pending,Yes,Delayed,119,129
Small,Snow,Insufficient,On-time,Moderate,Approved,No,Delayed,239,249
Medium,Storm,Insufficient,On-time,Bad,Approved,No,Available,306,317
Medium,Rain,Insufficient,Delayed,Bad,Approved,Yes,Delayed,39,57
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,299,310
Large,Clear,Insufficient,On-time,Good,Approved,No,Available,33,54
Small,Rain,Sufficient,On-time,Moderate,Approved,No,Delayed,233,279
Large,Snow,Insufficient,On-time,Moderate,Pending,Yes,Delayed,155,195
Large,Snow,Insufficient,On-time,Bad,Pending,No,Delayed,209,221
Medium,Clear,Insufficient,Delayed,Moderate,Pending,No,Available,165,203
Small,Storm,Sufficient,On-time,Moderate,Approved,Yes,Delayed,31,65
Small,Storm,Insufficient,On-time,Moderate,Pending,No,Delayed,201,222
Small,Rain,Insufficient,On-time,Good,Approved,Yes,Delayed,221,256
Small,Snow,Insufficient,On-time,Moderate,Approved,No,Delayed,351,400
Medium,Clear,Sufficient,On-time,Bad,Approved,No,Delayed,253,264
Large,Storm,Insufficient,On-time,Moderate,Approved,No,Delayed,199,236
Large,Rain,Insufficient,Delayed,Good,Approved,No,Delayed,318,352
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Available,222,266
Large,Rain,Insufficient,On-time,Bad,Pending,Yes,Delayed,183,217
Large,Clear,Insufficient,On-time,Moderate,Approved,No,Available,90,114
Medium,Storm,Insufficient,Delayed,Good,Pending,No,Available,195,220
Small,Snow,Sufficient,Delayed,Moderate,Approved,No,Available,155,197
Small,Storm,Sufficient,On-time,Good,Pending,Yes,Available,74,85
Large,Rain,Sufficient,Delayed,Moderate,Pending,No,Available,352,365
Small,Snow,Insufficient,Delayed,Bad,Pending,No,Available,137,158
Large,Rain,Insufficient,Delayed,Good,Pending,No,Delayed,173,196
Small,Clear,Insufficient,On-time,Bad,Pending,No,Available,288,312
Large,Snow,Insufficient,Delayed,Good,Pending,No,Available,92,136
Small,Storm,Insufficient,On-time,Bad,Approved,No,Available,317,339
Small,Clear,Insufficient,Delayed,Bad,Pending,No,Available,251,288
Medium,Clear,Sufficient,On-time,Good,Approved,No,Available,251,255
Medium,Snow,Sufficient,On-time,Moderate,Pending,Yes,Available,146,188
Medium,Rain,Sufficient,Delayed,Good,Approved,No,Available,300,339
Small,Storm,Sufficient,Delayed,Bad,Pending,No,Delayed,34,49
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Delayed,63,85
Small,Snow,Insufficient,Delayed,Good,Approved,Yes,Delayed,297,323
Large,Storm,Insufficient,Delayed,Moderate,Approved,No,Available,254,265
Small,Clear,Sufficient,On-time,Good,Approved,No,Available,200,200
Medium,Rain,Sufficient,Delayed,Bad,Pending,No,Available,284,299
Large,Clear,Sufficient,On-time,Good,Pending,Yes,Delayed,240,262
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Available,82,124
Large,Snow,Insufficient,On-time,Good,Approved,Yes,Delayed,138,148
Large,Clear,Insufficient,On-time,Bad,Pending,No,Available,228,274
Medium,Snow,Insufficient,Delayed,Moderate,Approved,No,Delayed,31,80
Medium,Rain,Insufficient,On-time,Good,Pending,No,Delayed,323,350
Medium,Storm,Sufficient,Delayed,Moderate,Approved,No,Delayed,116,159
Large,Clear,Sufficient,On-time,Good,Pending,Yes,Available,172,220
Small,Rain,Insufficient,Delayed,Moderate,Pending,No,Available,210,247
Small,Clear,Sufficient,On-time,Bad,Pending,Yes,Delayed,292,325
Medium,Clear,Sufficient,Delayed,Moderate,Approved,No,Available,103,129
Large,Clear,Insufficient,Delayed,Good,Pending,Yes,Available,140,176
Medium,Rain,Insufficient,On-time,Bad,Approved,No,Delayed,190,228
Small,Clear,Insufficient,Delayed,Good,Pending,No,Available,218,235
Medium,Clear,Sufficient,On-time,Good,Pending,Yes,Available,189,219
Small,Storm,Insufficient,On-time,Bad,Approved,No,Available,354,385
Small,Snow,Sufficient,On-time,Bad,Pending,No,Delayed,235,273
Medium,Storm,Sufficient,On-time,Bad,Approved,Yes,Available,265,290
Small,Snow,Insufficient,Delayed,Good,Approved,Yes,Available,190,226
Small,Clear,Sufficient,Delayed,Bad,Approved,No,Delayed,293,304
Large,Rain,Sufficient,Delayed,Good,Approved,No,Available,62,99
Small,Storm,Insufficient,Delayed,Moderate,Pending,Yes,Available,46,69
Small,Clear,Insufficient,On-time,Bad,Approved,No,Available,300,336
Large,Storm,Insufficient,On-time,Bad,Approved,Yes,Available,99,125
Small,Storm,Sufficient,Delayed,Bad,Approved,No,Delayed,48,62
Small,Clear,Sufficient,Delayed,Moderate,Approved,No,Delayed,187,197
Small,Snow,Insufficient,On-time,Bad,Pending,No,Available,102,151
Medium,Clear,Sufficient,On-time,Moderate,Pending,Yes,Delayed,189,209
Large,Snow,Sufficient,On-time,Bad,Pending,Yes,Available,78,89
